Sequence,Time,CampaignId,Kind,Action,Price,Volume,Filled,Raw,Allowed,Reasons,IntentId,Curve,Kappa,Policy,PendingIncrease,PendingReduce,Regime,Equity,Drawdown,Fees,MaximumVolume,Turnover,ExitReason,Ready,Quality,BrokerId,Side,IsLimit,OrderState,OrderFilled,OrderRemaining,SlippagePrice
"223","2026-09-25T00:01:42.0000000","S01","Decision","Wait","102","0","8","8.00000","8","","","8.0","0","8","0","0","Normal","36.0","28.0","0","10","24","","True","OK","","","","","","",""
"224","2026-09-25T00:01:43.0000000","S01","Decision","Wait","102","0","8","8.00000","8","","","8.0","0","8","0","0","Normal","36.0","28.0","0","10","24","","True","OK","","","","","","",""
"225","2026-09-25T00:01:43.0000000","S01","Decision","Wait","102","0","8","8.00000","8","","","8.0","0","8","0","0","Normal","36.0","28.0","0","10","24","","True","OK","","","","","","",""
"226","2026-09-25T00:01:44.0000000","S01","Decision","Wait","102","0","8","8.00000","8","","","8.0","0","8","0","0","Normal","36.0","28.0","0","10","24","","True","OK","","","","","","",""
"227","2026-09-25T00:01:44.0000000","S01","Decision","Wait","102","0","8","8.00000","8","","","8.0","0","8","0","0","Normal","36.0","28.0","0","10","24","","True","OK","","","","","","",""
"228","2026-09-25T00:01:45.0000000","S01","Decision","Wait","102","0","8","8.00000","8","","","8.0","0","8","0","0","Normal","36.0","28.0","0","10","24","","True","OK","","","","","","",""
"229","2026-09-25T00:01:45.0000000","S01","Decision","Wait","102","0","8","8.00000","8","","","8.0","0","8","0","0","Normal","36.0","28.0","0","10","24","","True","OK","","","","","","",""
"230","2026-09-25T00:01:46.0000000","S01","Decision","Wait","102","0","8","8.00000","8","","","8.0","0","8","0","0","Normal","36.0","28.0","0","10","24","","True","OK","","","","","","",""
"231","2026-09-25T00:01:46.0000000","S01","Decision","Wait","102","0","8","8.00000","8","","","8.0","0","8","0","0","Normal","36.0","28.0","0","10","24","","True","OK","","","","","","",""
"232","2026-09-25T00:01:47.0000000","S01","Decision","Wait","102","0","8","8.00000","8","","","8.0","0","8","0","0","Normal","36.0","28.0","0","10","24","","True","OK","","","","","","",""
"233","2026-09-25T00:01:47.0000000","S01","Decision","Wait","102","0","8","8.00000","8","","","8.0","0","8","0","0","Normal","36.0","28.0","0","10","24","","True","OK","","","","","","",""
"234","2026-09-25T00:01:48.0000000","S01","Decision","Wait","102","0","8","8.00000","8","","","8.0","0","8","0","0","Normal","36.0","28.0","0","10","24","","True","OK","","","","","","",""
"235","2026-09-25T00:01:48.0000000","S01","Decision","Wait","102","0","8","8.00000","8","","","8.0","0","8","0","0","Normal","36.0","28.0","0","10","24","","True","OK","","","","","","",""
"236","2026-09-25T00:01:49.0000000","S01","Decision","Wait","102","0","8","8.00000","8","","","8.0","0","8","0","0","Normal","36.0","28.0","0","10","24","","True","OK","","","","","","",""
"237","2026-09-25T00:01:49.0000000","S01","Decision","Wait","102","0","8","8.00000","8","","","8.0","0","8","0","0","Normal","36.0","28.0","0","10","24","","True","OK","","","","","","",""
"238","2026-09-25T00:01:50.0000000","S01","Decision","Wait","102","0","8","8.00000","8","","","8.0","0","8","0","0","Normal","36.0","28.0","0","10","24","","True","OK","","","","","","",""
"239","2026-09-25T00:01:50.0000000","S01","Decision","Wait","102","0","8","8.00000","8","","","8.0","0","8","0","0","Normal","36.0","28.0","0","10","24","","True","OK","","","","","","",""
"240","2026-09-25T00:01:51.0000000","S01","Decision","Wait","102","0","8","8.00000","8","","","8.0","0","8","0","0","Normal","36.0","28.0","0","10","24","","True","OK","","","","","","",""
"241","2026-09-25T00:01:51.0000000","S01","Decision","Wait","102","0","8","8.00000","8","","","8.0","0","8","0","0","Normal","36.0","28.0","0","10","24","","True","OK","","","","","","",""
"242","2026-09-25T00:01:52.0000000","S01","Decision","Wait","102","0","8","8.00000","8","","","8.0","0","8","0","0","Normal","36.0","28.0","0","10","24","","True","OK","","","","","","",""
"243","2026-09-25T00:01:52.0000000","S01","Decision","Wait","102","0","8","8.00000","8","","","8.0","0","8","0","0","Normal","36.0","28.0","0","10","24","","True","OK","","","","","","",""
"244","2026-09-25T00:01:53.0000000","S01","Decision","Wait","102","0","8","8.00000","8","","","8.0","0","8","0","0","Normal","36.0","28.0","0","10","24","","True","OK","","","","","","",""
"245","2026-09-25T00:01:53.0000000","S01","Decision","Wait","102","0","8","8.00000","8","","","8.0","0","8","0","0","Normal","36.0","28.0","0","10","24","","True","OK","","","","","","",""
"246","2026-09-25T00:01:54.0000000","S01","Decision","Wait","102","0","8","8.00000","8","","","8.0","0","8","0","0","Normal","36.0","28.0","0","10","24","","True","OK","","","","","","",""
"247","2026-09-25T00:01:54.0000000","S01","Decision","Wait","102","0","8","8.00000","8","","","8.0","0","8","0","0","Normal","36.0","28.0","0","10","24","","True","OK","","","","","","",""
"248","2026-09-25T00:01:55.0000000","S01","Decision","Wait","102","0","8","8.00000","8","","","8.0","0","8","0","0","Normal","36.0","28.0","0","10","24","","True","OK","","","","","","",""
"249","2026-09-25T00:01:55.0000000","S01","Decision","Wait","102","0","8","8.00000","8","","","8.0","0","8","0","0","Normal","36.0","28.0","0","10","24","","True","OK","","","","","","",""
"250","2026-09-25T00:01:56.0000000","S01","Decision","Wait","102","0","8","8.00000","8","","","8.0","0","8","0","0","Normal","36.0","28.0","0","10","24","","True","OK","","","","","","",""
"251","2026-09-25T00:01:56.0000000","S01","Decision","Wait","102","0","8","8.00000","8","","","8.0","0","8","0","0","Normal","36.0","28.0","0","10","24","","True","OK","","","","","","",""
"252","2026-09-25T00:01:57.0000000","S01","Decision","Wait","102","0","8","8.00000","8","","","8.0","0","8","0","0","Normal","36.0","28.0","0","10","24","","True","OK","","","","","","",""
"253","2026-09-25T00:01:57.0000000","S01","Decision","Wait","102","0","8","8.00000","8","","","8.0","0","8","0","0","Normal","36.0","28.0","0","10","24","","True","OK","","","","","","",""
"254","2026-09-25T00:01:58.0000000","S01","Decision","Wait","102","0","8","8.00000","8","","","8.0","0","8","0","0","Normal","36.0","28.0","0","10","24","","True","OK","","","","","","",""
"255","2026-09-25T00:01:58.0000000","S01","Decision","Wait","102","0","8","8.00000","8","","","8.0","0","8","0","0","Normal","36.0","28.0","0","10","24","","True","OK","","","","","","",""
"256","2026-09-25T00:01:59.0000000","S01","Decision","Wait","102","0","8","8.00000","8","","","8.0","0","8","0","0","Normal","36.0","28.0","0","10","24","","True","OK","","","","","","",""
"257","2026-09-25T00:01:59.0000000","S01","Decision","Wait","102","0","8","8.00000","8","","","8.0","0","8","0","0","Normal","36.0","28.0","0","10","24","","True","OK","","","","","","",""
"258","2026-09-25T00:02:00.0000000","S01","Decision","Exit","102","8","8","8.00000","8","SESSION_EXIT","","8.0","0","8","0","0","Normal","36.0","28.0","0","10","24","SESSION_EXIT","True","OK","","","","","","",""
"258","2026-09-25T00:02:00.0000000","S01","Intent","Exit","102","8","8","8.00000","8","PREPARED_BEFORE_SEND","S01/237","8.0","0","8","0","8","Normal","36.0","28.0","0","10","24","SESSION_EXIT","True","OK","","Sell","False","Prepared","0","8",""
"259","2026-09-25T00:02:00.0000000","S01","Order","Working","0","0","8","8.00000","8","ORDER_UPDATE","S01/237","8.0","0","8","0","8","Normal","36.0","28.0","0","10","24","SESSION_EXIT","True","OK","7","Sell","False","Working","0","8",""
"260","2026-09-25T00:02:00.0000000","S01","Decision","Wait","102","0","8","8.00000","8","SESSION_EXIT","","8.0","0","8","0","8","Normal","36.0","28.0","0","10","24","SESSION_EXIT","True","OK","","","","","","",""
"261","2026-09-25T00:02:00.0000000","S01","Fill","FILL","102","8","0","8.00000","8","ACTUAL_FILL","S01/237","8.0","0","8","0","0","Normal","36.0","28.0","0","10","32","SESSION_EXIT","True","OK","7","Sell","False","Filled","8","0","0"
"262","2026-09-25T00:02:00.0000000","S01","Decision","Wait","102","0","0","8.00000","8","SESSION_EXIT","","8.0","0","8","0","0","Normal","36.0","28.0","0","10","32","SESSION_EXIT","True","OK","","","","","","",""
"263","2026-09-25T00:02:00.0000000","S01","Order","Filled","0","8","0","8.00000","8","ORDER_UPDATE","S01/237","8.0","0","8","0","0","Normal","36.0","28.0","0","10","32","SESSION_EXIT","True","OK","7","Sell","False","Filled","8","0",""
"264","2026-09-25T00:02:00.0000000","S01","Decision","Wait","102","0","0","8.00000","8","SESSION_EXIT","","8.0","0","8","0","0","Normal","36.0","28.0","0","10","32","SESSION_EXIT","True","OK","","","","","","",""
"265","2026-09-25T00:02:01.0000000","S01","Decision","Wait","102","0","0","8.00000","8","SESSION_EXIT","","8.0","0","8","0","0","Normal","36.0","28.0","0","10","32","SESSION_EXIT","True","OK","","","","","","",""
"266","2026-09-25T00:02:01.0000000","S01","Decision","Wait","102","0","0","8.00000","8","SESSION_EXIT","","8.0","0","8","0","0","Normal","36.0","28.0","0","10","32","SESSION_EXIT","True","OK","","","","","","",""
"267","2026-09-25T00:02:02.0000000","S01","Decision","Wait","102","0","0","8.00000","8","SESSION_EXIT","","8.0","0","8","0","0","Normal","36.0","28.0","0","10","32","SESSION_EXIT","True","OK","","","","","","",""
"268","2026-09-25T00:02:02.0000000","S01","Decision","Wait","102","0","0","8.00000","8","SESSION_EXIT","","8.0","0","8","0","0","Normal","36.0","28.0","0","10","32","SESSION_EXIT","True","OK","","","","","","",""
"269","2026-09-25T00:02:03.0000000","S01","Decision","Wait","102","0","0","8.00000","8","SESSION_EXIT","","8.0","0","8","0","0","Normal","36.0","28.0","0","10","32","SESSION_EXIT","True","OK","","","","","","",""
"270","2026-09-25T00:02:03.0000000","S01","Decision","Wait","102","0","0","8.00000","8","SESSION_EXIT","","8.0","0","8","0","0","Normal","36.0","28.0","0","10","32","SESSION_EXIT","True","OK","","","","","","",""
"271","2026-09-25T00:02:04.0000000","S01","Decision","Wait","102","0","0","8.00000","8","SESSION_EXIT","","8.0","0","8","0","0","Normal","36.0","28.0","0","10","32","SESSION_EXIT","True","OK","","","","","","",""
"272","2026-09-25T00:02:04.0000000","S01","Decision","Wait","102","0","0","8.00000","8","SESSION_EXIT","","8.0","0","8","0","0","Normal","36.0","28.0","0","10","32","SESSION_EXIT","True","OK","","","","","","",""
"273","2026-09-25T00:02:05.0000000","S01","Decision","Wait","102","0","0","8.00000","8","SESSION_EXIT","","8.0","0","8","0","0","Normal","36.0","28.0","0","10","32","SESSION_EXIT","True","OK","","","","","","",""
"274","2026-09-25T00:02:05.0000000","S01","Decision","Wait","102","0","0","8.00000","8","SESSION_EXIT","","8.0","0","8","0","0","Normal","36.0","28.0","0","10","32","SESSION_EXIT","True","OK","","","","","","",""
"275","2026-09-25T00:02:06.0000000","S01","Decision","Wait","102","0","0","8.00000","8","SESSION_EXIT","","8.0","0","8","0","0","Normal","36.0","28.0","0","10","32","SESSION_EXIT","True","OK","","","","","","",""
"276","2026-09-25T00:02:06.0000000","S01","Decision","Wait","102","0","0","8.00000","8","SESSION_EXIT","","8.0","0","8","0","0","Normal","36.0","28.0","0","10","32","SESSION_EXIT","True","OK","","","","","","",""
"277","2026-09-25T00:02:07.0000000","S01","Decision","Wait","102","0","0","8.00000","8","SESSION_EXIT","","8.0","0","8","0","0","Normal","36.0","28.0","0","10","32","SESSION_EXIT","True","OK","","","","","","",""
"278","2026-09-25T00:02:07.0000000","S01","Decision","Wait","102","0","0","8.00000","8","SESSION_EXIT","","8.0","0","8","0","0","Normal","36.0","28.0","0","10","32","SESSION_EXIT","True","OK","","","","","","",""
"279","2026-09-25T00:02:08.0000000","S01","Decision","Wait","102","0","0","8.00000","8","SESSION_EXIT","","8.0","0","8","0","0","Normal","36.0","28.0","0","10","32","SESSION_EXIT","True","OK","","","","","","",""
"280","2026-09-25T00:02:08.0000000","S01","Decision","Wait","102","0","0","8.00000","8","SESSION_EXIT","","8.0","0","8","0","0","Normal","36.0","28.0","0","10","32","SESSION_EXIT","True","OK","","","","","","",""
"281","2026-09-25T00:02:09.0000000","S01","Decision","Wait","102","0","0","8.00000","8","SESSION_EXIT","","8.0","0","8","0","0","Normal","36.0","28.0","0","10","32","SESSION_EXIT","True","OK","","","","","","",""
"282","2026-09-25T00:02:09.0000000","S01","Decision","Wait","102","0","0","8.00000","8","SESSION_EXIT","","8.0","0","8","0","0","Normal","36.0","28.0","0","10","32","SESSION_EXIT","True","OK","","","","","","",""
"283","2026-09-25T00:02:10.0000000","S01","Decision","Wait","102","0","0","8.00000","8","SESSION_EXIT","","8.0","0","8","0","0","Normal","36.0","28.0","0","10","32","SESSION_EXIT","True","OK","","","","","","",""
"284","2026-09-25T00:02:10.0000000","S01","Decision","Wait","102","0","0","8.00000","8","SESSION_EXIT","","8.0","0","8","0","0","Normal","36.0","28.0","0","10","32","SESSION_EXIT","True","OK","","","","","","",""
"285","2026-09-25T00:02:11.0000000","S01","Decision","Wait","102","0","0","8.00000","8","SESSION_EXIT","","8.0","0","8","0","0","Normal","36.0","28.0","0","10","32","SESSION_EXIT","True","OK","","","","","","",""
"286","2026-09-25T00:02:11.0000000","S01","Decision","Wait","102","0","0","8.00000","8","SESSION_EXIT","","8.0","0","8","0","0","Normal","36.0","28.0","0","10","32","SESSION_EXIT","True","OK","","","","","","",""
"287","2026-09-25T00:02:12.0000000","S01","Decision","Wait","102","0","0","8.00000","8","SESSION_EXIT","","8.0","0","8","0","0","Normal","36.0","28.0","0","10","32","SESSION_EXIT","True","OK","","","","","","",""
"288","2026-09-25T00:02:12.0000000","S01","Decision","Wait","102","0","0","8.00000","8","SESSION_EXIT","","8.0","0","8","0","0","Normal","36.0","28.0","0","10","32","SESSION_EXIT","True","OK","","","","","","",""
"289","2026-09-25T00:02:13.0000000","S01","Decision","Wait","102","0","0","8.00000","8","SESSION_EXIT","","8.0","0","8","0","0","Normal","36.0","28.0","0","10","32","SESSION_EXIT","True","OK","","","","","","",""
"290","2026-09-25T00:02:13.0000000","S01","Decision","Wait","102","0","0","8.00000","8","SESSION_EXIT","","8.0","0","8","0","0","Normal","36.0","28.0","0","10","32","SESSION_EXIT","True","OK","","","","","","",""
"291","2026-09-25T00:02:14.0000000","S01","Decision","Wait","102","0","0","8.00000","8","SESSION_EXIT","","8.0","0","8","0","0","Normal","36.0","28.0","0","10","32","SESSION_EXIT","True","OK","","","","","","",""
"292","2026-09-25T00:02:14.0000000","S01","Decision","Wait","102","0","0","8.00000","8","SESSION_EXIT","","8.0","0","8","0","0","Normal","36.0","28.0","0","10","32","SESSION_EXIT","True","OK","","","","","","",""
"293","2026-09-25T00:02:15.0000000","S01","Decision","Wait","102","0","0","8.00000","8","SESSION_EXIT","","8.0","0","8","0","0","Normal","36.0","28.0","0","10","32","SESSION_EXIT","True","OK","","","","","","",""
"294","2026-09-25T00:02:15.0000000","S01","Decision","Wait","102","0","0","8.00000","8","SESSION_EXIT","","8.0","0","8","0","0","Normal","36.0","28.0","0","10","32","SESSION_EXIT","True","OK","","","","","","",""
"295","2026-09-25T00:02:16.0000000","S01","Decision","Wait","102","0","0","8.00000","8","SESSION_EXIT","","8.0","0","8","0","0","Normal","36.0","28.0","0","10","32","SESSION_EXIT","True","OK","","","","","","",""
"296","2026-09-25T00:02:16.0000000","S01","Decision","Wait","102","0","0","8.00000","8","SESSION_EXIT","","8.0","0","8","0","0","Normal","36.0","28.0","0","10","32","SESSION_EXIT","True","OK","","","","","","",""
"297","2026-09-25T00:02:17.0000000","S01","Decision","Wait","102","0","0","8.00000","8","SESSION_EXIT","","8.0","0","8","0","0","Normal","36.0","28.0","0","10","32","SESSION_EXIT","True","OK","","","","","","",""
"298","2026-09-25T00:02:17.0000000","S01","Decision","Wait","102","0","0","8.00000","8","SESSION_EXIT","","8.0","0","8","0","0","Normal","36.0","28.0","0","10","32","SESSION_EXIT","True","OK","","","","","","",""
"299","2026-09-25T00:02:18.0000000","S01","Decision","Wait","102","0","0","8.00000","8","SESSION_EXIT","","8.0","0","8","0","0","Normal","36.0","28.0","0","10","32","SESSION_EXIT","True","OK","","","","","","",""
"300","2026-09-25T00:02:18.0000000","S01","Decision","Wait","102","0","0","8.00000","8","SESSION_EXIT","","8.0","0","8","0","0","Normal","36.0","28.0","0","10","32","SESSION_EXIT","True","OK","","","","","","",""
"301","2026-09-25T00:02:19.0000000","S01","Decision","Wait","102","0","0","8.00000","8","SESSION_EXIT","","8.0","0","8","0","0","Normal","36.0","28.0","0","10","32","SESSION_EXIT","True","OK","","","","","","",""
"302","2026-09-25T00:02:19.0000000","S01","Decision","Wait","102","0","0","8.00000","8","SESSION_EXIT","","8.0","0","8","0","0","Normal","36.0","28.0","0","10","32","SESSION_EXIT","True","OK","","","","","","",""
"303","2026-09-25T00:02:20.0000000","S01","Decision","Wait","102","0","0","8.00000","8","SESSION_EXIT","","8.0","0","8","0","0","Normal","36.0","28.0","0","10","32","SESSION_EXIT","True","OK","","","","","","",""
"304","2026-09-25T00:02:20.0000000","S01","Decision","Wait","102","0","0","8.00000","8","SESSION_EXIT","","8.0","0","8","0","0","Normal","36.0","28.0","0","10","32","SESSION_EXIT","True","OK","","","","","","",""
"305","2026-09-25T00:02:21.0000000","S01","Decision","Wait","102","0","0","8.00000","8","SESSION_EXIT","","8.0","0","8","0","0","Normal","36.0","28.0","0","10","32","SESSION_EXIT","True","OK","","","","","","",""
"306","2026-09-25T00:02:21.0000000","S01","Decision","Wait","102","0","0","8.00000","8","SESSION_EXIT","","8.0","0","8","0","0","Normal","36.0","28.0","0","10","32","SESSION_EXIT","True","OK","","","","","","",""
"307","2026-09-25T00:02:22.0000000","S01","Decision","Wait","102","0","0","8.00000","8","SESSION_EXIT","","8.0","0","8","0","0","Normal","36.0","28.0","0","10","32","SESSION_EXIT","True","OK","","","","","","",""
"308","2026-09-25T00:02:22.0000000","S01","Decision","Wait","102","0","0","8.00000","8","SESSION_EXIT","","8.0","0","8","0","0","Normal","36.0","28.0","0","10","32","SESSION_EXIT","True","OK","","","","","","",""
"309","2026-09-25T00:02:23.0000000","S01","Decision","Wait","102","0","0","8.00000","8","SESSION_EXIT","","8.0","0","8","0","0","Normal","36.0","28.0","0","10","32","SESSION_EXIT","True","OK","","","","","","",""
"310","2026-09-25T00:02:23.0000000","S01","Decision","Wait","102","0","0","8.00000","8","SESSION_EXIT","","8.0","0","8","0","0","Normal","36.0","28.0","0","10","32","SESSION_EXIT","True","OK","","","","","","",""
"311","2026-09-25T00:02:24.0000000","S01","Decision","Wait","102","0","0","8.00000","8","SESSION_EXIT","","8.0","0","8","0","0","Normal","36.0","28.0","0","10","32","SESSION_EXIT","True","OK","","","","","","",""
"312","2026-09-25T00:02:24.0000000","S01","Decision","Wait","102","0","0","8.00000","8","SESSION_EXIT","","8.0","0","8","0","0","Normal","36.0","28.0","0","10","32","SESSION_EXIT","True","OK","","","","","","",""
"313","2026-09-25T00:02:25.0000000","S01","Decision","Wait","102","0","0","8.00000","8","SESSION_EXIT","","8.0","0","8","0","0","Normal","36.0","28.0","0","10","32","SESSION_EXIT","True","OK","","","","","","",""
"314","2026-09-25T00:02:25.0000000","S01","Decision","Wait","102","0","0","8.00000","8","SESSION_EXIT","","8.0","0","8","0","0","Normal","36.0","28.0","0","10","32","SESSION_EXIT","True","OK","","","","","","",""
"315","2026-09-25T00:02:26.0000000","S01","Decision","Wait","102","0","0","8.00000","8","SESSION_EXIT","","8.0","0","8","0","0","Normal","36.0","28.0","0","10","32","SESSION_EXIT","True","OK","","","","","","",""
"316","2026-09-25T00:02:26.0000000","S01","Decision","Wait","102","0","0","8.00000","8","SESSION_EXIT","","8.0","0","8","0","0","Normal","36.0","28.0","0","10","32","SESSION_EXIT","True","OK","","","","","","",""
"317","2026-09-25T00:02:27.0000000","S01","Decision","Wait","102","0","0","8.00000","8","SESSION_EXIT","","8.0","0","8","0","0","Normal","36.0","28.0","0","10","32","SESSION_EXIT","True","OK","","","","","","",""
"318","2026-09-25T00:02:27.0000000","S01","Decision","Wait","102","0","0","8.00000","8","SESSION_EXIT","","8.0","0","8","0","0","Normal","36.0","28.0","0","10","32","SESSION_EXIT","True","OK","","","","","","",""
"319","2026-09-25T00:02:28.0000000","S01","Decision","Wait","102","0","0","8.00000","8","SESSION_EXIT","","8.0","0","8","0","0","Normal","36.0","28.0","0","10","32","SESSION_EXIT","True","OK","","","","","","",""
"320","2026-09-25T00:02:28.0000000","S01","Decision","Wait","102","0","0","8.00000","8","SESSION_EXIT","","8.0","0","8","0","0","Normal","36.0","28.0","0","10","32","SESSION_EXIT","True","OK","","","","","","",""
"321","2026-09-25T00:02:29.0000000","S01","Decision","Wait","102","0","0","8.00000","8","SESSION_EXIT","","8.0","0","8","0","0","Normal","36.0","28.0","0","10","32","SESSION_EXIT","True","OK","","","","","","",""
"322","2026-09-25T00:02:29.0000000","S01","Decision","Wait","102","0","0","8.00000","8","SESSION_EXIT","","8.0","0","8","0","0","Normal","36.0","28.0","0","10","32","SESSION_EXIT","True","OK","","","","","","",""
"323","2026-09-25T00:02:30.0000000","S01","Decision","Wait","102","0","0","8.00000","8","SESSION_EXIT","","8.0","0","8","0","0","Normal","36.0","28.0","0","10","32","SESSION_EXIT","True","OK","","","","","","",""
"324","2026-09-25T00:02:30.0000000","S01","Decision","Wait","102","0","0","8.00000","8","SESSION_EXIT","","8.0","0","8","0","0","Normal","36.0","28.0","0","10","32","SESSION_EXIT","True","OK","","","","","","",""
"325","2026-09-25T00:02:31.0000000","S01","Decision","Wait","102","0","0","8.00000","8","SESSION_EXIT","","8.0","0","8","0","0","Normal","36.0","28.0","0","10","32","SESSION_EXIT","True","OK","","","","","","",""
